name;TIPOLOGIA;OID_;PARK_ID;area;Centroid_X;Centroid_Y;Perimeter;id;long;lat
Jardim da Praça Paiva Couceiro;;148;175;4155.4300000000;-9.1300000000;38.7300000000;254.5520000000;Lx176;-9.1273970731;38.7311093035
Praça António Sardinha;;149;176;1642.3600000000;-9.1300000000;38.7300000000;168.7750000000;Lx177;-9.1294811261;38.7259567838
Praça Novas Nações;;150;177;708.7200000000;-9.1300000000;38.7300000000;110.9540000000;Lx178;-9.1326718136;38.7261948080
Cemitério do Alto de São João;Cemitério;151;178;211834.0100000000;-9.1200000000;38.7300000000;2452.0700000000;Lx179;-9.1205233331;38.7298506173
Jardim das Musas;;152;179;4920.5600000000;-9.1000000000;38.7600000000;359.2090000000;Lx180;-9.0953919069;38.7555941139
Instituto Superior Técnico Jardim Sul;;153;180;2440.4800000000;-9.1400000000;38.7400000000;261.5760000000;Lx181;-9.1391426792;38.7359184144
Instituto Superior Técnico Jardim Norte;;154;181;3506.6300000000;-9.1400000000;38.7400000000;338.5510000000;Lx182;-9.1394222043;38.7375842722
Praça Andrade Caminha;;155;182;1076.3100000000;-9.1400000000;38.7500000000;125.5760000000;Lx183;-9.1440199124;38.7479314312
Av. Conde Valbom 1;;156;183;1362.1100000000;-9.1500000000;38.7400000000;178.0730000000;Lx184;-9.1497848659;38.7363024403
Av. Conde Valbom 2;;157;184;1590.1400000000;-9.1500000000;38.7400000000;185.3570000000;Lx185;-9.1486765001;38.7353963176
Parque do Monteiro-Mor - Terrenos Baldios;;158;185;146872.8400000000;-9.1700000000;38.7800000000;2218.8600000000;Lx186;-9.1739473761;38.7756169336
Cemitério de Benfica;Cemitério;0;0;102698.7500000000;-9.2000000000;38.7600000000;1793.6300000000;Lx189;-9.1991643391;38.7577027037
Cemitério do Lumiar;Cemitério;0;0;97270.7100000000;-9.1700000000;38.7700000000;1547.3300000000;Lx190;-9.1671583878;38.7727311312
Cemitério de Carnide;Cemitério;0;0;191402.3500000000;-9.1900000000;38.7700000000;1969.0900000000;Lx191;-9.1850163328;38.7740528797
